user_id,timestamp,subject,duration,focus,notes
27,2025-03-24 23:00:00,Economics,2.8,3,Quick revision
27,2025-03-26 10:00:00,Math,3.0,4,Completed practice problems
27,2025-03-28 04:00:00,Math,2.0,1,Completed practice problems
27,2025-03-28 06:00:00,Biology,0.5,3,Reviewed chapter 3
27,2025-03-28 07:00:00,Computer Science,2.7,5,Focused on weak areas
27,2025-03-30 03:00:00,Chemistry,2.5,3,Completed practice problems
27,2025-03-31 01:00:00,Physics,2.8,3,Quick revision
27,2025-04-01 02:00:00,Economics,1.7,2,Watched tutorial videos
27,2025-04-02 14:00:00,Physics,1.1,2,Summarized key points
27,2025-04-03 23:00:00,Physics,1.2,2,Watched tutorial videos
27,2025-04-05 11:00:00,Biology,1.6,3,Summarized key points
27,2025-04-05 17:00:00,Math,2.6,3,Quick revision
27,2025-04-07 09:00:00,Biology,2.7,3,Summarized key points
27,2025-04-08 06:00:00,Chemistry,2.8,3,Quick revision
27,2025-04-09 22:00:00,Economics,3.7,5,Completed practice problems
27,2025-04-10 23:00:00,Chemistry,1.1,0,Focused on weak areas
28,2025-01-02 21:00:00,Physics,2.4,2,Watched tutorial videos
28,2025-01-03 00:00:00,Computer Science,1.3,4,Quick revision
28,2025-01-04 04:00:00,Computer Science,2.1,5,Watched tutorial videos
28,2025-01-05 19:00:00,Physics,2.2,2,Focused on weak areas
28,2025-01-06 07:00:00,Computer Science,2.0,4,Focused on weak areas
28,2025-01-06 17:00:00,Economics,1.8,1,Summarized key points
28,2025-01-07 00:00:00,Economics,3.1,1,Watched tutorial videos
28,2025-01-07 04:00:00,Biology,0.9,4,Watched tutorial videos
28,2025-01-08 23:00:00,Math,2.6,0,Watched tutorial videos
28,2025-01-10 13:00:00,Math,3.0,1,Quick revision
28,2025-01-10 14:00:00,Physics,1.0,5,Watched tutorial videos
28,2025-01-10 17:00:00,Biology,1.9,1,Reviewed chapter 3
28,2025-01-10 19:00:00,Physics,3.8,3,Summarized key points
28,2025-01-11 12:00:00,Computer Science,3.1,3,Watched tutorial videos
28,2025-01-12 09:00:00,Economics,1.7,0,Completed practice problems
28,2025-01-13 14:00:00,Biology,3.0,5,Reviewed chapter 3
28,2025-01-13 21:00:00,Physics,2.8,4,Focused on weak areas
28,2025-01-14 22:00:00,Chemistry,3.3,2,Summarized key points
28,2025-01-15 15:00:00,Biology,2.7,5,Reviewed chapter 3
28,2025-01-17 00:00:00,Physics,3.1,5,Reviewed chapter 3
28,2025-01-17 14:00:00,Physics,2.9,1,Completed practice problems
28,2025-01-17 22:00:00,Chemistry,2.2,0,Reviewed chapter 3
28,2025-01-18 01:00:00,Biology,3.6,1,Summarized key points
28,2025-01-18 10:00:00,Computer Science,3.4,4,Summarized key points
28,2025-01-20 01:00:00,Economics,3.5,5,Summarized key points
28,2025-01-20 16:00:00,Biology,2.7,2,Quick revision
28,2025-01-21 12:00:00,Biology,1.1,3,Focused on weak areas
28,2025-01-22 04:00:00,Chemistry,2.6,3,Quick revision
28,2025-01-23 14:00:00,Math,2.4,3,Watched tutorial videos
28,2025-01-24 08:00:00,Biology,2.7,5,Summarized key points
28,2025-01-24 12:00:00,Chemistry,2.7,0,Focused on weak areas
28,2025-01-25 07:00:00,Biology,2.0,3,Quick revision
28,2025-01-26 12:00:00,Biology,1.3,0,Summarized key points
28,2025-01-28 01:00:00,Chemistry,2.5,1,Summarized key points
28,2025-01-29 05:00:00,Economics,1.4,2,Focused on weak areas
28,2025-01-30 06:00:00,Chemistry,1.2,2,Watched tutorial videos
28,2025-01-30 11:00:00,Economics,1.0,3,Watched tutorial videos
28,2025-01-30 16:00:00,Economics,1.8,2,Summarized key points
28,2025-02-01 09:00:00,Math,1.1,3,Summarized key points
28,2025-02-02 07:00:00,Economics,0.9,5,Reviewed chapter 3
28,2025-02-03 18:00:00,Biology,3.8,1,Quick revision
28,2025-02-04 12:00:00,Math,2.3,4,Reviewed chapter 3
28,2025-02-04 15:00:00,Chemistry,1.9,3,Focused on weak areas
28,2025-02-05 17:00:00,Math,2.5,3,Summarized key points
28,2025-02-07 10:00:00,Physics,3.6,2,Focused on weak areas
28,2025-02-08 15:00:00,Economics,3.8,1,Summarized key points
28,2025-02-10 06:00:00,Economics,2.2,5,Reviewed chapter 3
28,2025-02-11 15:00:00,Math,1.1,2,Summarized key points
28,2025-02-13 00:00:00,Physics,3.8,1,Watched tutorial videos
28,2025-02-13 16:00:00,Economics,3.9,1,Summarized key points
28,2025-02-15 09:00:00,Computer Science,1.0,5,Reviewed chapter 3
28,2025-02-16 23:00:00,Math,0.9,0,Summarized key points
28,2025-02-18 15:00:00,Math,1.5,4,Quick revision
28,2025-02-19 09:00:00,Physics,0.8,0,Quick revision
28,2025-02-21 05:00:00,Physics,3.4,0,Reviewed chapter 3
28,2025-02-22 00:00:00,Math,2.8,2,Quick revision
28,2025-02-23 18:00:00,Physics,2.7,0,Summarized key points
28,2025-02-25 04:00:00,Physics,1.7,0,Completed practice problems
28,2025-02-26 09:00:00,Physics,1.4,2,Completed practice problems
28,2025-02-27 15:00:00,Computer Science,0.7,3,Focused on weak areas
28,2025-02-28 17:00:00,Physics,0.6,5,Focused on weak areas
28,2025-03-01 07:00:00,Math,2.7,0,Quick revision
28,2025-03-01 20:00:00,Math,0.5,3,Quick revision
28,2025-03-02 16:00:00,Math,1.7,3,Reviewed chapter 3
28,2025-03-04 15:00:00,Chemistry,2.0,0,Quick revision
28,2025-03-05 09:00:00,Economics,1.7,2,Quick revision
28,2025-03-05 12:00:00,Computer Science,1.5,5,Watched tutorial videos
28,2025-03-07 07:00:00,Chemistry,2.3,4,Completed practice problems
28,2025-03-09 03:00:00,Economics,1.6,0,Summarized key points
28,2025-03-09 07:00:00,Physics,1.0,0,Focused on weak areas
28,2025-03-11 02:00:00,Economics,2.9,2,Completed practice problems
28,2025-03-12 16:00:00,Computer Science,2.3,4,Completed practice problems
28,2025-03-13 14:00:00,Computer Science,0.7,3,Focused on weak areas
28,2025-03-13 23:00:00,Computer Science,2.5,1,Reviewed chapter 3
28,2025-03-14 17:00:00,Computer Science,3.1,2,Completed practice problems
28,2025-03-15 17:00:00,Biology,3.3,2,Focused on weak areas
28,2025-03-16 18:00:00,Math,2.0,4,Focused on weak areas
28,2025-03-16 22:00:00,Economics,2.8,5,Summarized key points
28,2025-03-18 16:00:00,Biology,1.8,5,Watched tutorial videos
28,2025-03-20 02:00:00,Biology,0.7,3,Quick revision
28,2025-03-20 09:00:00,Math,1.9,3,Summarized key points
28,2025-03-22 05:00:00,Physics,2.6,4,Quick revision
28,2025-03-23 11:00:00,Physics,1.2,0,Summarized key points
28,2025-03-24 00:00:00,Biology,2.5,3,Summarized key points
28,2025-03-25 10:00:00,Biology,1.0,3,Focused on weak areas
28,2025-03-26 04:00:00,Computer Science,2.6,3,Completed practice problems
28,2025-03-28 03:00:00,Economics,1.3,5,Focused on weak areas
28,2025-03-29 01:00:00,Math,0.7,4,Watched tutorial videos
28,2025-03-30 01:00:00,Economics,0.6,2,Summarized key points
28,2025-03-31 06:00:00,Physics,1.8,5,Summarized key points
28,2025-04-01 16:00:00,Economics,3.1,1,Reviewed chapter 3
28,2025-04-01 23:00:00,Chemistry,1.3,3,Reviewed chapter 3
28,2025-04-02 13:00:00,Computer Science,1.7,2,Reviewed chapter 3
28,2025-04-03 16:00:00,Economics,1.0,4,Reviewed chapter 3
28,2025-04-05 12:00:00,Math,2.7,2,Focused on weak areas
28,2025-04-07 02:00:00,Math,1.2,5,Focused on weak areas
28,2025-04-07 11:00:00,Math,2.4,1,Completed practice problems
28,2025-04-09 03:00:00,Economics,3.8,1,Completed practice problems
28,2025-04-09 17:00:00,Economics,2.9,0,Summarized key points
28,2025-04-10 06:00:00,Chemistry,2.0,5,Focused on weak areas
29,2025-01-02 14:00:00,Economics,1.6,5,Reviewed chapter 3
29,2025-01-04 08:00:00,Chemistry,0.7,4,Quick revision
29,2025-01-05 21:00:00,Biology,3.2,3,Reviewed chapter 3
29,2025-01-06 00:00:00,Biology,3.7,3,Focused on weak areas
29,2025-01-06 18:00:00,Economics,0.6,5,Watched tutorial videos
29,2025-01-07 16:00:00,Physics,2.1,1,Watched tutorial videos
29,2025-01-08 08:00:00,Computer Science,2.4,5,Quick revision
29,2025-01-09 22:00:00,Chemistry,3.7,1,Completed practice problems
29,2025-01-11 05:00:00,Biology,0.8,3,Quick revision
29,2025-01-13 04:00:00,Chemistry,2.7,1,Watched tutorial videos
29,2025-01-14 08:00:00,Biology,3.7,0,Completed practice problems
29,2025-01-15 07:00:00,Math,1.0,2,Summarized key points
29,2025-01-16 14:00:00,Economics,1.7,5,Quick revision
29,2025-01-16 18:00:00,Biology,2.3,1,Focused on weak areas
29,2025-01-17 19:00:00,Biology,3.3,0,Focused on weak areas
29,2025-01-19 09:00:00,Chemistry,2.9,4,Quick revision
29,2025-01-21 08:00:00,Math,3.6,1,Quick revision
29,2025-01-21 15:00:00,Physics,0.8,5,Focused on weak areas
29,2025-01-22 16:00:00,Biology,1.6,2,Reviewed chapter 3
29,2025-01-23 08:00:00,Computer Science,1.9,1,Reviewed chapter 3
29,2025-01-25 07:00:00,Physics,1.7,4,Watched tutorial videos
29,2025-01-27 00:00:00,Economics,2.5,4,Focused on weak areas
29,2025-01-27 06:00:00,Chemistry,1.8,1,Reviewed chapter 3
29,2025-01-27 10:00:00,Economics,1.3,4,Quick revision
29,2025-01-28 19:00:00,Physics,2.7,0,Focused on weak areas
29,2025-01-29 18:00:00,Physics,1.4,1,Reviewed chapter 3
29,2025-01-31 15:00:00,Computer Science,1.1,2,Reviewed chapter 3
29,2025-02-01 23:00:00,Chemistry,2.4,5,Completed practice problems
29,2025-02-02 06:00:00,Economics,2.5,5,Focused on weak areas
29,2025-02-04 04:00:00,Chemistry,0.9,2,Completed practice problems
29,2025-02-04 13:00:00,Biology,1.6,1,Completed practice problems
29,2025-02-06 01:00:00,Math,3.7,0,Summarized key points
29,2025-02-06 04:00:00,Economics,1.7,5,Focused on weak areas
29,2025-02-06 15:00:00,Biology,1.3,3,Watched tutorial videos
29,2025-02-08 11:00:00,Biology,3.4,2,Reviewed chapter 3
29,2025-02-10 04:00:00,Physics,3.9,1,Completed practice problems
29,2025-02-10 09:00:00,Chemistry,2.7,1,Reviewed chapter 3
29,2025-02-12 07:00:00,Math,0.7,0,Summarized key points
29,2025-02-13 05:00:00,Economics,0.8,5,Quick revision
29,2025-02-13 19:00:00,Math,2.6,4,Reviewed chapter 3
29,2025-02-14 00:00:00,Chemistry,2.1,4,Completed practice problems
29,2025-02-15 12:00:00,Computer Science,3.8,3,Reviewed chapter 3
29,2025-02-16 22:00:00,Physics,2.4,4,Reviewed chapter 3
29,2025-02-17 16:00:00,Physics,1.8,0,Focused on weak areas
29,2025-02-19 02:00:00,Economics,3.5,4,Watched tutorial videos
29,2025-02-19 05:00:00,Chemistry,2.9,3,Summarized key points
29,2025-02-19 10:00:00,Computer Science,2.7,4,Focused on weak areas
29,2025-02-19 23:00:00,Economics,1.3,5,Quick revision
29,2025-02-20 11:00:00,Economics,0.6,0,Focused on weak areas
29,2025-02-22 01:00:00,Physics,3.9,4,Completed practice problems
29,2025-02-22 16:00:00,Biology,1.6,0,Reviewed chapter 3
29,2025-02-24 01:00:00,Math,2.4,5,Reviewed chapter 3
29,2025-02-25 12:00:00,Economics,3.3,3,Summarized key points
29,2025-02-25 23:00:00,Physics,3.0,1,Reviewed chapter 3
29,2025-02-27 09:00:00,Math,2.8,5,Completed practice problems
29,2025-02-28 01:00:00,Economics,2.0,3,Reviewed chapter 3
29,2025-02-28 11:00:00,Math,1.8,0,Completed practice problems
29,2025-03-01 17:00:00,Physics,0.5,1,Completed practice problems
29,2025-03-02 06:00:00,Physics,2.7,1,Quick revision
29,2025-03-03 03:00:00,Computer Science,2.1,1,Quick revision
29,2025-03-03 18:00:00,Chemistry,2.7,4,Reviewed chapter 3
29,2025-03-03 19:00:00,Biology,1.1,2,Quick revision
29,2025-03-05 12:00:00,Computer Science,1.5,4,Summarized key points
29,2025-03-05 17:00:00,Math,2.8,4,Summarized key points
29,2025-03-07 09:00:00,Physics,2.1,0,Reviewed chapter 3
29,2025-03-09 05:00:00,Economics,2.8,2,Quick revision
29,2025-03-10 01:00:00,Math,3.0,3,Reviewed chapter 3
29,2025-03-10 17:00:00,Economics,3.7,4,Quick revision
29,2025-03-11 02:00:00,Computer Science,2.1,3,Summarized key points
29,2025-03-11 16:00:00,Chemistry,3.0,3,Focused on weak areas
29,2025-03-12 12:00:00,Math,2.0,0,Focused on weak areas
29,2025-03-13 07:00:00,Computer Science,3.1,0,Completed practice problems
29,2025-03-13 08:00:00,Economics,3.7,1,Quick revision
29,2025-03-14 12:00:00,Chemistry,2.1,3,Quick revision
29,2025-03-15 23:00:00,Math,2.3,1,Reviewed chapter 3
29,2025-03-16 10:00:00,Biology,3.4,0,Summarized key points
29,2025-03-16 22:00:00,Computer Science,0.7,5,Quick revision
29,2025-03-17 19:00:00,Math,2.8,3,Watched tutorial videos
29,2025-03-18 04:00:00,Computer Science,3.7,2,Quick revision
29,2025-03-18 12:00:00,Physics,3.3,1,Completed practice problems
29,2025-03-20 11:00:00,Chemistry,2.1,1,Watched tutorial videos
29,2025-03-22 08:00:00,Chemistry,1.4,4,Summarized key points
29,2025-03-23 20:00:00,Chemistry,1.1,3,Watched tutorial videos
29,2025-03-25 12:00:00,Chemistry,2.3,0,Completed practice problems
29,2025-03-25 17:00:00,Biology,2.2,4,Reviewed chapter 3
29,2025-03-27 13:00:00,Economics,3.5,1,Watched tutorial videos
29,2025-03-27 15:00:00,Math,1.4,3,Quick revision
29,2025-03-28 06:00:00,Physics,2.3,3,Focused on weak areas
29,2025-03-29 11:00:00,Math,1.9,5,Summarized key points
29,2025-03-30 23:00:00,Biology,3.7,5,Summarized key points
29,2025-03-31 04:00:00,Biology,1.4,5,Reviewed chapter 3
29,2025-04-01 14:00:00,Math,1.9,5,Watched tutorial videos
29,2025-04-03 02:00:00,Computer Science,0.6,5,Quick revision
29,2025-04-03 20:00:00,Math,3.2,5,Summarized key points
29,2025-04-05 17:00:00,Chemistry,3.1,2,Summarized key points
29,2025-04-06 17:00:00,Computer Science,1.1,4,Summarized key points
29,2025-04-08 16:00:00,Chemistry,2.2,2,Summarized key points
29,2025-04-09 12:00:00,Physics,1.0,5,Summarized key points
29,2025-04-11 11:00:00,Chemistry,2.7,0,Focused on weak areas
29,2025-04-13 10:00:00,Physics,2.2,4,Reviewed chapter 3
30,2025-01-01 02:00:00,Chemistry,1.8,2,Summarized key points
30,2025-01-02 09:00:00,Chemistry,0.8,3,Summarized key points
30,2025-01-03 23:00:00,Computer Science,2.0,5,Watched tutorial videos
30,2025-01-04 14:00:00,Biology,1.9,3,Reviewed chapter 3
30,2025-01-04 20:00:00,Economics,0.8,2,Reviewed chapter 3
30,2025-01-06 04:00:00,Math,2.5,3,Completed practice problems
30,2025-01-08 01:00:00,Math,1.8,2,Quick revision
30,2025-01-09 11:00:00,Math,2.2,4,Reviewed chapter 3
30,2025-01-10 02:00:00,Math,2.1,1,Completed practice problems
30,2025-01-11 11:00:00,Biology,3.2,3,Completed practice problems
30,2025-01-12 01:00:00,Math,2.5,0,Quick revision
30,2025-01-12 15:00:00,Chemistry,2.3,1,Completed practice problems
30,2025-01-14 01:00:00,Chemistry,1.3,0,Quick revision
30,2025-01-14 04:00:00,Economics,3.2,4,Watched tutorial videos
30,2025-01-14 22:00:00,Physics,2.3,5,Summarized key points
30,2025-01-16 01:00:00,Math,3.7,1,Reviewed chapter 3
30,2025-01-17 11:00:00,Biology,0.6,3,Reviewed chapter 3
30,2025-01-18 23:00:00,Chemistry,1.3,5,Quick revision
30,2025-01-19 12:00:00,Computer Science,3.5,0,Watched tutorial videos
30,2025-01-20 12:00:00,Biology,3.5,0,Reviewed chapter 3
30,2025-01-20 15:00:00,Economics,1.9,4,Focused on weak areas
30,2025-01-20 18:00:00,Biology,1.9,0,Completed practice problems
30,2025-01-20 22:00:00,Chemistry,1.7,2,Summarized key points
30,2025-01-21 08:00:00,Chemistry,1.0,3,Reviewed chapter 3
30,2025-01-23 07:00:00,Economics,3.7,0,Summarized key points
30,2025-01-23 13:00:00,Chemistry,1.3,5,Quick revision
30,2025-01-24 03:00:00,Computer Science,2.5,0,Focused on weak areas
30,2025-01-26 02:00:00,Physics,2.6,2,Reviewed chapter 3
30,2025-01-27 01:00:00,Economics,3.8,4,Summarized key points
30,2025-01-27 16:00:00,Biology,1.8,0,Summarized key points
30,2025-01-28 13:00:00,Computer Science,3.6,1,Watched tutorial videos
30,2025-01-30 02:00:00,Physics,2.2,0,Reviewed chapter 3
30,2025-01-31 01:00:00,Chemistry,1.9,0,Reviewed chapter 3
30,2025-01-31 09:00:00,Computer Science,2.0,0,Focused on weak areas
30,2025-02-02 07:00:00,Computer Science,2.1,0,Completed practice problems
30,2025-02-02 11:00:00,Chemistry,3.5,1,Summarized key points
30,2025-02-03 11:00:00,Economics,0.9,5,Summarized key points
30,2025-02-05 03:00:00,Chemistry,0.8,3,Summarized key points
30,2025-02-05 04:00:00,Chemistry,2.2,2,Reviewed chapter 3
30,2025-02-06 01:00:00,Biology,3.6,3,Watched tutorial videos
30,2025-02-06 10:00:00,Economics,2.9,5,Reviewed chapter 3
30,2025-02-06 21:00:00,Economics,2.3,2,Focused on weak areas
30,2025-02-08 07:00:00,Biology,3.3,5,Completed practice problems
30,2025-02-08 15:00:00,Physics,3.1,3,Watched tutorial videos
30,2025-02-08 16:00:00,Physics,0.9,0,Watched tutorial videos
30,2025-02-09 11:00:00,Biology,0.5,5,Reviewed chapter 3
30,2025-02-11 06:00:00,Biology,0.6,5,Completed practice problems
30,2025-02-12 09:00:00,Chemistry,1.3,5,Reviewed chapter 3
30,2025-02-13 01:00:00,Biology,2.6,3,Completed practice problems
30,2025-02-13 07:00:00,Math,3.0,1,Quick revision
30,2025-02-14 12:00:00,Economics,0.7,2,Focused on weak areas
30,2025-02-15 08:00:00,Physics,0.5,4,Quick revision
30,2025-02-15 20:00:00,Economics,3.7,0,Reviewed chapter 3
30,2025-02-17 19:00:00,Computer Science,2.0,1,Watched tutorial videos
30,2025-02-19 11:00:00,Economics,1.9,2,Focused on weak areas
30,2025-02-19 14:00:00,Economics,3.9,0,Focused on weak areas
30,2025-02-20 09:00:00,Computer Science,2.3,1,Focused on weak areas
30,2025-02-21 11:00:00,Physics,3.3,4,Reviewed chapter 3
30,2025-02-21 22:00:00,Biology,3.0,4,Quick revision
30,2025-02-22 11:00:00,Physics,1.9,1,Reviewed chapter 3
30,2025-02-23 23:00:00,Biology,3.3,0,Summarized key points
30,2025-02-24 16:00:00,Computer Science,2.0,0,Completed practice problems
30,2025-02-25 19:00:00,Physics,3.1,4,Quick revision
30,2025-02-26 20:00:00,Economics,1.1,3,Focused on weak areas
30,2025-02-27 16:00:00,Computer Science,2.6,5,Reviewed chapter 3
30,2025-02-28 05:00:00,Math,1.6,4,Watched tutorial videos
30,2025-03-01 02:00:00,Physics,3.9,2,Reviewed chapter 3
30,2025-03-02 17:00:00,Physics,1.9,5,Quick revision
30,2025-03-04 02:00:00,Chemistry,3.9,0,Summarized key points
30,2025-03-05 05:00:00,Physics,3.8,5,Watched tutorial videos
30,2025-03-06 07:00:00,Physics,3.5,1,Completed practice problems
30,2025-03-07 20:00:00,Math,4.0,1,Summarized key points
30,2025-03-09 04:00:00,Economics,3.5,2,Focused on weak areas
30,2025-03-10 08:00:00,Computer Science,1.1,5,Summarized key points
30,2025-03-10 11:00:00,Physics,1.6,3,Watched tutorial videos
30,2025-03-10 14:00:00,Physics,0.6,4,Summarized key points
30,2025-03-11 06:00:00,Computer Science,3.0,5,Focused on weak areas
30,2025-03-12 08:00:00,Math,2.5,5,Watched tutorial videos
30,2025-03-12 18:00:00,Biology,0.9,5,Reviewed chapter 3
30,2025-03-13 04:00:00,Math,0.7,5,Summarized key points
30,2025-03-13 05:00:00,Math,3.8,1,Completed practice problems
30,2025-03-14 16:00:00,Physics,0.8,3,Completed practice problems
30,2025-03-15 18:00:00,Math,0.9,2,Focused on weak areas
30,2025-03-17 12:00:00,Chemistry,1.2,4,Reviewed chapter 3
30,2025-03-17 22:00:00,Chemistry,3.6,3,Completed practice problems
30,2025-03-18 01:00:00,Computer Science,3.7,3,Reviewed chapter 3
30,2025-03-19 02:00:00,Computer Science,3.2,2,Summarized key points
30,2025-03-19 13:00:00,Physics,1.1,0,Quick revision
30,2025-03-20 00:00:00,Biology,3.4,4,Focused on weak areas
30,2025-03-21 18:00:00,Chemistry,3.5,3,Quick revision
30,2025-03-22 02:00:00,Biology,1.7,0,Focused on weak areas
30,2025-03-23 08:00:00,Computer Science,0.6,3,Summarized key points
30,2025-03-23 10:00:00,Computer Science,3.5,4,Completed practice problems
30,2025-03-24 13:00:00,Physics,2.4,3,Completed practice problems
30,2025-03-25 05:00:00,Chemistry,1.1,1,Quick revision
30,2025-03-25 17:00:00,Chemistry,3.6,1,Watched tutorial videos
30,2025-03-26 06:00:00,Computer Science,2.7,5,Completed practice problems
30,2025-03-27 16:00:00,Chemistry,1.4,4,Focused on weak areas
30,2025-03-29 14:00:00,Computer Science,3.1,3,Quick revision
30,2025-03-29 22:00:00,Math,3.1,4,Quick revision
31,2025-01-01 20:00:00,Physics,1.1,3,Reviewed chapter 3
31,2025-01-02 09:00:00,Economics,3.5,1,Watched tutorial videos
31,2025-01-04 06:00:00,Math,1.8,3,Summarized key points
31,2025-01-05 15:00:00,Math,1.3,4,Summarized key points
31,2025-01-07 03:00:00,Biology,3.0,3,Reviewed chapter 3
31,2025-01-08 07:00:00,Economics,2.5,5,Summarized key points
31,2025-01-08 11:00:00,Computer Science,3.4,2,Watched tutorial videos
31,2025-01-08 17:00:00,Math,1.6,4,Watched tutorial videos
31,2025-01-09 17:00:00,Biology,1.8,0,Watched tutorial videos
31,2025-01-10 19:00:00,Computer Science,2.4,3,Completed practice problems
31,2025-01-11 16:00:00,Physics,3.1,0,Summarized key points
31,2025-01-13 12:00:00,Economics,2.8,1,Focused on weak areas
31,2025-01-14 08:00:00,Economics,3.7,0,Reviewed chapter 3
31,2025-01-15 22:00:00,Biology,1.0,2,Watched tutorial videos
31,2025-01-17 18:00:00,Math,4.0,4,Focused on weak areas
31,2025-01-18 10:00:00,Physics,0.7,5,Focused on weak areas
31,2025-01-18 23:00:00,Math,1.6,2,Quick revision
31,2025-01-20 09:00:00,Economics,2.9,3,Summarized key points
31,2025-01-22 01:00:00,Computer Science,4.0,4,Completed practice problems
31,2025-01-22 04:00:00,Biology,1.1,4,Completed practice problems
31,2025-01-22 21:00:00,Economics,0.7,3,Reviewed chapter 3
31,2025-01-22 23:00:00,Economics,3.8,0,Reviewed chapter 3
31,2025-01-24 04:00:00,Biology,2.2,2,Watched tutorial videos
31,2025-01-25 00:00:00,Economics,3.5,2,Reviewed chapter 3
31,2025-01-26 04:00:00,Computer Science,2.7,1,Summarized key points
31,2025-01-27 02:00:00,Biology,2.7,0,Quick revision
31,2025-01-27 19:00:00,Math,3.4,5,Summarized key points
31,2025-01-29 18:00:00,Biology,3.9,5,Quick revision
31,2025-01-31 10:00:00,Math,2.1,0,Summarized key points
31,2025-02-01 09:00:00,Economics,1.0,0,Quick revision
31,2025-02-02 21:00:00,Economics,2.9,4,Watched tutorial videos
31,2025-02-04 19:00:00,Physics,3.2,1,Summarized key points
31,2025-02-06 08:00:00,Biology,1.7,1,Focused on weak areas
31,2025-02-07 18:00:00,Chemistry,3.0,0,Quick revision
31,2025-02-08 03:00:00,Biology,1.2,4,Focused on weak areas
31,2025-02-09 17:00:00,Economics,3.0,2,Quick revision
31,2025-02-10 02:00:00,Physics,3.4,0,Focused on weak areas
31,2025-02-10 12:00:00,Math,3.9,1,Quick revision
31,2025-02-12 04:00:00,Computer Science,3.4,1,Focused on weak areas
31,2025-02-13 00:00:00,Biology,2.1,1,Summarized key points
31,2025-02-13 09:00:00,Physics,2.3,4,Reviewed chapter 3
31,2025-02-14 11:00:00,Physics,0.7,1,Summarized key points
31,2025-02-15 23:00:00,Physics,4.0,1,Reviewed chapter 3
31,2025-02-17 04:00:00,Biology,0.8,2,Summarized key points
31,2025-02-17 19:00:00,Physics,1.4,0,Quick revision
31,2025-02-18 08:00:00,Math,3.6,5,Reviewed chapter 3
31,2025-02-20 01:00:00,Chemistry,2.7,1,Quick revision
31,2025-02-21 23:00:00,Math,1.5,4,Focused on weak areas
31,2025-02-23 03:00:00,Computer Science,0.9,0,Watched tutorial videos
31,2025-02-23 04:00:00,Physics,2.9,4,Watched tutorial videos
31,2025-02-24 00:00:00,Biology,3.4,5,Focused on weak areas
31,2025-02-25 00:00:00,Biology,1.3,3,Focused on weak areas
31,2025-02-26 07:00:00,Biology,3.0,2,Focused on weak areas
31,2025-02-26 19:00:00,Physics,2.8,2,Watched tutorial videos
31,2025-02-27 04:00:00,Biology,1.6,2,Quick revision
31,2025-02-27 13:00:00,Biology,2.4,2,Focused on weak areas
31,2025-03-01 05:00:00,Computer Science,0.6,2,Quick revision
31,2025-03-02 19:00:00,Biology,3.3,2,Watched tutorial videos
31,2025-03-03 21:00:00,Math,2.7,2,Quick revision
31,2025-03-03 23:00:00,Chemistry,1.8,0,Completed practice problems
31,2025-03-05 10:00:00,Economics,3.8,1,Focused on weak areas
31,2025-03-05 21:00:00,Biology,2.8,1,Focused on weak areas
31,2025-03-06 07:00:00,Economics,1.1,1,Summarized key points
31,2025-03-08 00:00:00,Math,3.3,5,Quick revision
31,2025-03-08 07:00:00,Biology,2.5,0,Quick revision
31,2025-03-09 19:00:00,Economics,3.1,2,Reviewed chapter 3
31,2025-03-11 04:00:00,Biology,2.7,0,Watched tutorial videos
31,2025-03-12 00:00:00,Economics,3.6,4,Reviewed chapter 3
31,2025-03-12 12:00:00,Computer Science,0.8,4,Watched tutorial videos
31,2025-03-13 14:00:00,Economics,0.5,0,Focused on weak areas
31,2025-03-14 07:00:00,Math,1.8,0,Completed practice problems
31,2025-03-15 19:00:00,Computer Science,0.9,4,Summarized key points
31,2025-03-17 03:00:00,Physics,3.9,5,Reviewed chapter 3
31,2025-03-17 09:00:00,Biology,2.2,0,Completed practice problems
31,2025-03-18 14:00:00,Computer Science,3.2,5,Reviewed chapter 3
31,2025-03-20 13:00:00,Economics,1.8,4,Quick revision
31,2025-03-20 21:00:00,Economics,3.9,1,Reviewed chapter 3
31,2025-03-21 19:00:00,Physics,3.4,1,Focused on weak areas
31,2025-03-23 04:00:00,Chemistry,1.8,1,Completed practice problems
31,2025-03-23 22:00:00,Economics,3.1,5,Summarized key points
31,2025-03-25 15:00:00,Math,0.9,5,Focused on weak areas
31,2025-03-26 01:00:00,Economics,0.8,4,Completed practice problems
31,2025-03-27 04:00:00,Computer Science,3.4,3,Watched tutorial videos
31,2025-03-28 13:00:00,Chemistry,2.7,3,Completed practice problems
31,2025-03-29 16:00:00,Physics,3.2,5,Completed practice problems
31,2025-03-31 06:00:00,Economics,1.5,3,Watched tutorial videos
31,2025-04-01 20:00:00,Biology,2.2,4,Focused on weak areas
31,2025-04-02 05:00:00,Chemistry,1.2,5,Quick revision
31,2025-04-03 22:00:00,Computer Science,3.3,3,Watched tutorial videos
31,2025-04-05 16:00:00,Economics,1.6,5,Watched tutorial videos
31,2025-04-05 19:00:00,Biology,1.7,5,Focused on weak areas
31,2025-04-07 17:00:00,Math,1.0,5,Summarized key points
31,2025-04-09 14:00:00,Economics,3.2,4,Reviewed chapter 3
31,2025-04-11 05:00:00,Economics,3.0,0,Reviewed chapter 3
31,2025-04-12 23:00:00,Math,3.2,0,Watched tutorial videos
31,2025-04-13 05:00:00,Physics,2.1,1,Watched tutorial videos
